ID, Path, Set, ClassID, ClassName
20001,Trn_3,train,0,plane
20002,Trn_3,train,0,plane
20003,Trn_3,train,3,cat
20004,Trn_3,train,1,car
20005,Trn_3,train,4,deer
20006,Trn_3,train,6,frog
20007,Trn_3,train,8,ship
20008,Trn_3,train,3,cat
20009,Trn_3,train,8,ship
20010,Trn_3,train,5,dog
20011,Trn_3,train,3,cat
20012,Trn_3,train,7,horse
20013,Trn_3,train,8,ship
20014,Trn_3,train,5,dog
20015,Trn_3,train,9,truck
20016,Trn_3,train,0,plane
20017,Trn_3,train,6,frog
20018,Trn_3,train,1,car
20019,Trn_3,train,8,ship
20020,Trn_3,train,2,bird
20021,Trn_3,train,4,deer
20022,Trn_3,train,6,frog
20023,Trn_3,train,0,plane
20024,Trn_3,train,5,dog
20025,Trn_3,train,2,bird
20026,Trn_3,train,0,plane
20027,Trn_3,train,2,bird
20028,Trn_3,train,2,bird
20029,Trn_3,train,4,deer
20030,Trn_3,train,4,deer
20031,Trn_3,train,9,truck
20032,Trn_3,train,3,cat
20033,Trn_3,train,5,dog
20034,Trn_3,train,3,cat
20035,Trn_3,train,3,cat
20036,Trn_3,train,1,car
20037,Trn_3,train,9,truck
20038,Trn_3,train,5,dog
20039,Trn_3,train,1,car
20040,Trn_3,train,3,cat
20041,Trn_3,train,7,horse
20042,Trn_3,train,8,ship
20043,Trn_3,train,2,bird
20044,Trn_3,train,3,cat
20045,Trn_3,train,7,horse
20046,Trn_3,train,9,truck
20047,Trn_3,train,5,dog
20048,Trn_3,train,7,horse
20049,Trn_3,train,2,bird
20050,Trn_3,train,7,horse
20051,Trn_3,train,4,deer
20052,Trn_3,train,9,truck
20053,Trn_3,train,7,horse
20054,Trn_3,train,4,deer
20055,Trn_3,train,4,deer
20056,Trn_3,train,8,ship
20057,Trn_3,train,1,car
20058,Trn_3,train,1,car
20059,Trn_3,train,8,ship
20060,Trn_3,train,8,ship
20061,Trn_3,train,3,cat
20062,Trn_3,train,1,car
20063,Trn_3,train,8,ship
20064,Trn_3,train,6,frog
20065,Trn_3,train,5,dog
20066,Trn_3,train,2,bird
20067,Trn_3,train,5,dog
20068,Trn_3,train,4,deer
20069,Trn_3,train,3,cat
20070,Trn_3,train,4,deer
20071,Trn_3,train,7,horse
20072,Trn_3,train,7,horse
20073,Trn_3,train,6,frog
20074,Trn_3,train,6,frog
20075,Trn_3,train,5,dog
20076,Trn_3,train,3,cat
20077,Trn_3,train,8,ship
20078,Trn_3,train,0,plane
20079,Trn_3,train,3,cat
20080,Trn_3,train,4,deer
20081,Trn_3,train,4,deer
20082,Trn_3,train,5,dog
20083,Trn_3,train,7,horse
20084,Trn_3,train,0,plane
20085,Trn_3,train,2,bird
20086,Trn_3,train,6,frog
20087,Trn_3,train,9,truck
20088,Trn_3,train,5,dog
20089,Trn_3,train,9,truck
20090,Trn_3,train,9,truck
20091,Trn_3,train,4,deer
20092,Trn_3,train,2,bird
20093,Trn_3,train,7,horse
20094,Trn_3,train,7,horse
20095,Trn_3,train,1,car
20096,Trn_3,train,0,plane
20097,Trn_3,train,8,ship
20098,Trn_3,train,5,dog
20099,Trn_3,train,1,car
20100,Trn_3,train,0,plane
20101,Trn_3,train,0,plane
20102,Trn_3,train,8,ship
20103,Trn_3,train,9,truck
20104,Trn_3,train,3,cat
20105,Trn_3,train,8,ship
20106,Trn_3,train,1,car
20107,Trn_3,train,4,deer
20108,Trn_3,train,4,deer
20109,Trn_3,train,3,cat
20110,Trn_3,train,0,plane
20111,Trn_3,train,8,ship
20112,Trn_3,train,9,truck
20113,Trn_3,train,4,deer
20114,Trn_3,train,3,cat
20115,Trn_3,train,9,truck
20116,Trn_3,train,1,car
20117,Trn_3,train,7,horse
20118,Trn_3,train,1,car
20119,Trn_3,train,3,cat
