ID, Path, Set, ClassID, ClassName
10001,Trn_2,train,6,frog
10002,Trn_2,train,2,bird
10003,Trn_2,train,5,dog
10004,Trn_2,train,6,frog
10005,Trn_2,train,3,cat
10006,Trn_2,train,3,cat
10007,Trn_2,train,8,ship
10008,Trn_2,train,3,cat
10009,Trn_2,train,3,cat
10010,Trn_2,train,0,plane
10011,Trn_2,train,0,plane
10012,Trn_2,train,1,car
10013,Trn_2,train,7,horse
10014,Trn_2,train,0,plane
10015,Trn_2,train,8,ship
10016,Trn_2,train,3,cat
10017,Trn_2,train,4,deer
10018,Trn_2,train,0,plane
10019,Trn_2,train,2,bird
10020,Trn_2,train,5,dog
10021,Trn_2,train,8,ship
10022,Trn_2,train,6,frog
10023,Trn_2,train,5,dog
10024,Trn_2,train,3,cat
10025,Trn_2,train,9,truck
10026,Trn_2,train,8,ship
10027,Trn_2,train,5,dog
10028,Trn_2,train,3,cat
10029,Trn_2,train,5,dog
10030,Trn_2,train,3,cat
10031,Trn_2,train,8,ship
10032,Trn_2,train,4,deer
10033,Trn_2,train,3,cat
10034,Trn_2,train,9,truck
10035,Trn_2,train,3,cat
10036,Trn_2,train,9,truck
10037,Trn_2,train,6,frog
10038,Trn_2,train,6,frog
10039,Trn_2,train,2,bird
10040,Trn_2,train,0,plane
10041,Trn_2,train,0,plane
10042,Trn_2,train,7,horse
10043,Trn_2,train,8,ship
10044,Trn_2,train,2,bird
10045,Trn_2,train,6,frog
10046,Trn_2,train,1,car
10047,Trn_2,train,6,frog
10048,Trn_2,train,3,cat
10049,Trn_2,train,5,dog
10050,Trn_2,train,1,car
10051,Trn_2,train,0,plane
10052,Trn_2,train,5,dog
10053,Trn_2,train,7,horse
10054,Trn_2,train,6,frog
10055,Trn_2,train,3,cat
10056,Trn_2,train,4,deer
10057,Trn_2,train,2,bird
10058,Trn_2,train,1,car
10059,Trn_2,train,6,frog
10060,Trn_2,train,8,ship
10061,Trn_2,train,3,cat
10062,Trn_2,train,9,truck
10063,Trn_2,train,8,ship
10064,Trn_2,train,7,horse
10065,Trn_2,train,5,dog
10066,Trn_2,train,8,ship
10067,Trn_2,train,6,frog
10068,Trn_2,train,8,ship
10069,Trn_2,train,2,bird
10070,Trn_2,train,6,frog
10071,Trn_2,train,5,dog
10072,Trn_2,train,7,horse
10073,Trn_2,train,7,horse
10074,Trn_2,train,0,plane
10075,Trn_2,train,9,truck
10076,Trn_2,train,4,deer
10077,Trn_2,train,7,horse
10078,Trn_2,train,5,dog
10079,Trn_2,train,5,dog
10080,Trn_2,train,4,deer
10081,Trn_2,train,2,bird
10082,Trn_2,train,8,ship
10083,Trn_2,train,6,frog
10084,Trn_2,train,2,bird
10085,Trn_2,train,1,car
10086,Trn_2,train,2,bird
10087,Trn_2,train,2,bird
10088,Trn_2,train,3,cat
10089,Trn_2,train,3,cat
10090,Trn_2,train,2,bird
10091,Trn_2,train,7,horse
10092,Trn_2,train,3,cat
10093,Trn_2,train,2,bird
10094,Trn_2,train,3,cat
10095,Trn_2,train,4,deer
10096,Trn_2,train,4,deer
10097,Trn_2,train,6,frog
10098,Trn_2,train,0,plane
10099,Trn_2,train,7,horse
10100,Trn_2,train,1,car
10101,Trn_2,train,3,cat
10102,Trn_2,train,2,bird
10103,Trn_2,train,7,horse
10104,Trn_2,train,5,dog
10105,Trn_2,train,2,bird
10106,Trn_2,train,2,bird
10107,Trn_2,train,8,ship
10108,Trn_2,train,4,deer
10109,Trn_2,train,4,deer
10110,Trn_2,train,9,truck
10111,Trn_2,train,2,bird
10112,Trn_2,train,4,deer
10113,Trn_2,train,3,cat
10114,Trn_2,train,0,plane
10115,Trn_2,train,7,horse
10116,Trn_2,train,5,dog
10117,Trn_2,train,2,bird
10118,Trn_2,train,3,cat
10119,Trn_2,train,6,frog
10120,Trn_2,train,3,cat
10121,Trn_2,train,9,truck
10122,Trn_2,train,1,car
10123,Trn_2,train,8,ship
10124,Trn_2,train,8,ship
10125,Trn_2,train,8,ship
10126,Trn_2,train,0,plane
10127,Trn_2,train,0,plane
10128,Trn_2,train,2,bird
10129,Trn_2,train,3,cat
10130,Trn_2,train,8,ship
10131,Trn_2,train,7,horse
10132,Trn_2,train,0,plane
10133,Trn_2,train,0,plane
10134,Trn_2,train,8,ship
10135,Trn_2,train,4,deer
10136,Trn_2,train,5,dog
10137,Trn_2,train,8,ship
10138,Trn_2,train,9,truck
10139,Trn_2,train,1,car
10140,Trn_2,train,6,frog
10141,Trn_2,train,7,horse
10142,Trn_2,train,2,bird
10143,Trn_2,train,3,cat
10144,Trn_2,train,8,ship
10145,Trn_2,train,7,horse
10146,Trn_2,train,4,deer
10147,Trn_2,train,5,dog
10148,Trn_2,train,4,deer
10149,Trn_2,train,3,cat
10150,Trn_2,train,0,plane
10151,Trn_2,train,7,horse
10152,Trn_2,train,7,horse
10153,Trn_2,train,7,horse
10154,Trn_2,train,9,truck
10155,Trn_2,train,3,cat
10156,Trn_2,train,6,frog
10157,Trn_2,train,6,frog
10158,Trn_2,train,6,frog
10159,Trn_2,train,3,cat
10160,Trn_2,train,7,horse
10161,Trn_2,train,2,bird
10162,Trn_2,train,0,plane
10163,Trn_2,train,3,cat
10164,Trn_2,train,1,car
10165,Trn_2,train,2,bird
10166,Trn_2,train,1,car
10167,Trn_2,train,8,ship
10168,Trn_2,train,3,cat
10169,Trn_2,train,0,plane
10170,Trn_2,train,9,truck
